"d","DH","oracle"
5,1.08755283527403,1.09662020071384
6,1.11423049602994,1.05055287031779
7,1.06525592218549,1.05719433645435
8,1.05193949787896,1.06326929079258
9,1.04982978141045,1.03115015776747
10,1.04680563854912,1.03796512736715
11,1.05606144142359,1.03829760877219
12,1.07896587988,1.05839971780006
13,1.09894907153577,1.07447503516713
14,1.09650123573993,1.1114633098725
15,1.10399661927557,1.09662765217633
16,1.11075658336616,1.0982898725573
17,1.12070948625792,1.10425324715139
18,1.13174694898256,1.10020027188481
19,1.1391522071087,1.12067893301297
20,1.13074853561756,1.11686243078702
21,1.15161242805226,1.10825766140478
22,1.14920625215578,1.11550767223866
23,1.14439580068932,1.11671937317047
24,1.14469996636792,1.12531490777455
25,1.15655674218132,1.12919602689182
26,1.17324395740266,1.14703026768602
27,1.2001625692589,1.17838624098031
28,1.21501345580036,1.18652255370436
29,1.26112838961318,1.23209942986432
30,1.31378684890067,1.25616426406827
1,1.37704605224095,1.0922879180391
2,1.24399895951154,1.07892241207417
3,1.17673163742897,1.13577891428741
4,1.19803961378463,1.12710275791308
5,1.15262538781141,1.07873438822348
6,1.17736837812849,1.11232800270456
7,1.1287210753744,1.15054064605513
8,1.152508699869,1.14494710997995
9,1.15405095180498,1.14069319686772
10,1.17981173172072,1.12745521826142
11,1.1555343433649,1.14571707055714
12,1.16143937370053,1.14219498017162
13,1.12728732070615,1.13582016286772
14,1.11882989833508,1.14208517169239
15,1.12493492426373,1.13938993866179
16,1.14765663222557,1.14342688908355
17,1.17206199023592,1.16281255147609
18,1.16586847147967,1.16982099890506
19,1.14383418782637,1.17963635507972
20,1.1631093127302,1.19447960231039
21,1.17389400794511,1.19399773565032
22,1.21538304106214,1.20852954832935
23,1.24326208771379,1.19978127578344
24,1.26248833976708,1.22638405153532
25,1.2608628317688,1.23749745400697
26,1.3071018673953,1.26358680079259
27,1.30763182920492,1.28575673929501
28,1.3307852027865,1.30706582442056
29,1.33806472461725,1.31939425703958
30,1.33801792463722,1.34439319014037
1,0.920223413287984,0.69554087676583
2,0.933657668225614,1.02787026324196
3,1.07541143258598,0.950245892834333
4,1.03957389066852,0.99785674909368
5,0.935366395976804,0.980545610236266
6,0.885115384434046,1.00476581810762
7,0.866797092694742,0.962820052274233
8,0.900165002708361,0.983692264333536
9,0.917313101376172,0.965416544848052
10,0.950911211023598,0.963348854355035
11,1.00691876072926,0.986230992423726
12,0.999729208624393,0.981739818191423
13,0.997512197105341,0.985366369919798
14,0.989717116862814,1.01875138019694
15,1.00580505347814,1.01282893541351
16,1.03414388233465,1.02718983797193
17,1.05967266974316,1.05408330331089
18,1.09642874145409,1.07377403876231
19,1.12253404061097,1.07921871826534
20,1.12717483237223,1.11791864057601
21,1.13795880131644,1.15096141815261
22,1.15789238953767,1.16463722310428
23,1.17863837601201,1.16433807121011
24,1.19467367578542,1.1800106901218
25,1.19395886794847,1.17763223222251
26,1.21714344260137,1.2156411908606
27,1.26892202164589,1.22300859880783
28,1.27745192793356,1.24267639156237
29,1.28762471545038,1.27174497551158
30,1.3122645446626,1.31392573694102
1,1.00120522668588,0.81973023974239
2,0.926623643570233,0.866380148514612
3,1.01777360474762,0.8997815134895
4,0.955719256605722,0.9813443124838
5,1.01441764568741,0.947415334777922
6,0.98841316262163,0.987428266781575
7,1.03979455564757,0.984420617555602
8,0.98162463768956,0.956616608192576
9,0.959302465598906,0.938160807718943
10,0.943408364045314,0.970471338394865
11,0.94447965340251,0.969328923428103
12,0.930003964756033,0.970221691579229
13,0.957248584831352,0.966693344971055
14,0.995897947234251,0.967158824474378
15,0.99331610859754,0.981529620043784
16,1.0054672088441,0.985069921982308
17,1.02373048417598,1.00437013538687
18,1.03588371924411,1.03894468912422
19,1.05524748467979,1.0429420894098
20,1.05096436916653,1.04783088360809
21,1.04878849928526,1.03487437047989
22,1.06573089700273,1.04903398630113
23,1.11479333550365,1.07285561665679
24,1.12407516402069,1.08240433956572
25,1.13714186112691,1.09358128841761
26,1.15083469485833,1.13508532761382
27,1.15503469198748,1.14571809314871
28,1.15522296652159,1.17726447812709
29,1.19617934409408,1.19302383538628
30,1.21561110883057,1.20738622505273
1,0.981008470940033,0.95343713576539
2,0.897876709281731,0.890473549400884
3,0.913444240145395,1.02159895240393
4,0.949010817442746,0.968079590655208
5,0.936831497119783,0.950955990623844
6,0.967623672077499,0.970128729724351
7,1.00730147936627,1.00404545807097
8,1.03074019579831,1.04160614516499
9,1.05944856647885,1.05697469659262
10,1.05117739076192,1.05705008668502
11,1.03087277137452,1.08192512596668
12,1.02031733315097,1.07457647654155
13,1.03296482841656,1.05618571097619
14,1.06447101914765,1.07152777649284
15,1.05048178535012,1.04773955580176
16,1.05977847907791,1.04522177720035
17,1.09488864404171,1.07485069839365
18,1.1072441458559,1.08265433981003
19,1.13392317437707,1.0916660388806
20,1.14077884652596,1.11328360299728
21,1.15071876710044,1.12724550482618
22,1.17491649241425,1.17489981481352
23,1.18486213572955,1.19381569334507
24,1.21074830119797,1.20069333487675
25,1.26857494966636,1.21294239656014
26,1.26156445290278,1.23618927769586
27,1.265827381807,1.2484401372274
28,1.27910314961664,1.27133205081553
29,1.28416292852068,1.29065674783561
30,1.30252463314956,1.31341116712669
1,0.824381811453923,0.532294864094049
2,0.816508093695942,0.803363916427795
3,0.755698036865402,0.722085231890097
4,0.798677306464468,0.780802765100047
5,0.841752410077989,0.942396681661742
6,0.943872682909688,0.927392812663617
7,0.974459179296685,0.98988352609808
8,0.968659055853819,0.970487072097596
9,0.984564037404349,0.980733817945373
10,0.999374980794633,0.953722827351244
11,0.965792127163336,0.946828145368928
12,1.0276640608559,0.979839732058919
13,1.03366788806123,1.00312377033168
14,1.04755164239302,0.99955289837976
15,1.06734147156064,1.00639036240066
16,1.07085729838146,1.01923801318636
17,1.07582973794355,1.02487305401731
18,1.06589316586189,1.05545145099748
19,1.07802496950022,1.07849507038579
20,1.08745990581375,1.08266501944083
21,1.08391234849564,1.0829563663226
22,1.12433348855477,1.09215207920504
23,1.12114760646561,1.09644556082408
24,1.13244312382779,1.12278401773537
25,1.14186351385957,1.13469113757507
26,1.15701208567638,1.15394040544424
27,1.17079199215807,1.18662799577295
28,1.1929080581619,1.20132562232671
29,1.20358429214099,1.21255101960308
30,1.24322886077941,1.21949848236851
1,1.01772483641017,1.08516970812437
2,0.953013912219111,0.979810115313718
3,0.968533212743244,0.975477263813276
4,0.969936571699107,1.01760036684188
5,0.948809365768708,0.996682219393884
6,0.955222577151854,1.00063221155616
7,0.981269024067906,0.978956225553693
8,0.96539414910465,1.01321480259517
9,0.956043831840873,1.01729165548823
10,0.941129454170245,0.963082382764198
11,0.963027407393082,0.946829292703446
12,1.01106209749872,0.949466789135165
13,0.999077529524166,0.969146684084835
