"k_H","DH1","DH2","Hill"
288,1.19628563250185,1.1851860668771,1.16942847043838
296,1.16014887377121,1.22005720135407,1.19151839559161
304,1.20271815539801,1.17790861051394,1.1923113491874
312,1.18153472500959,1.20941492824393,1.21150727786653
320,1.18394748347347,1.19969626312194,1.22742301043961
328,1.21768423751792,1.18719502741079,1.21092216426636
336,1.20746590839571,1.22620148019327,1.19874703558217
344,1.24253827130088,1.14234618084382,1.21078276451311
352,1.24154706638096,1.18006299348322,1.20879764308376
360,1.20137637447614,1.18193992771649,1.20595236326195
368,1.21095308281012,1.21116111311296,1.2032981183452
376,1.27772971913374,1.214416371101,1.20517366809796
384,1.21688200937757,1.22901434635138,1.22531795613991
392,1.2552237874173,1.2402275210548,1.22483346103302
400,1.2241545430883,1.20418729790432,1.22440935409528
40,0.984088698627148,1.04349307003424,0.933122414521856
48,1.05765528331987,1.17393636659306,1.0430594724105
56,1.17731714292198,1.16288916769212,1.0842792415968
64,1.14089578339848,1.13375173738457,1.04382927130959
72,1.05682008194028,1.07803337998701,1.00513660507586
80,1.05832576476468,1.03148488020938,1.05254056169895
88,1.03879712716557,1.0140187171341,1.03714577444751
96,1.06972396826469,1.08075913566523,0.996001629087385
104,1.12009624973673,1.03167389193034,0.988502050651899
112,1.19104232267478,1.10414350460128,0.996458144793555
120,1.07999306776402,1.05080075466184,1.03625503965367
128,1.16027724376471,1.10547702480441,1.08502183076634
136,1.07524394379988,1.02924117559586,1.08907968598773
144,1.12167282074941,1.10665350481481,1.07363684811301
152,1.14290261927871,1.11878599024995,1.05677923869508
160,1.13107741883039,1.07702873375812,1.05129326796346
168,1.14252294774134,1.08105972256406,1.04505247492848
176,1.11275314868053,1.06576868569751,1.02574138187816
184,1.15860139592233,1.04813866019763,1.01122116081131
192,1.15073974772057,1.04564171528354,1.01680491199679
200,1.12457270420836,1.03394163378209,1.02455048539968
208,1.15386304624407,1.02546314453287,1.05903041091466
216,1.14481320661348,1.05194863910273,1.06183038815834
224,1.17261336674849,1.10435686843968,1.06323376658005
232,1.12729012910846,1.11237192509982,1.08129314017315
240,1.1484500921036,1.10122569503586,1.06863707162469
248,1.14014196029669,1.10577635127599,1.08101765574799
256,1.12042346169098,1.07466076019468,1.07820230205178
264,1.11959808819684,1.12448589140993,1.12718696078342
272,1.06204786874884,1.0880466052334,1.12017117548199
280,1.14675526353994,1.12654524272282,1.11455095294841
288,1.16324903059504,1.13594826600988,1.13318767621277
296,1.16812413635342,1.10082538440121,1.1341420327022
304,1.10284910202007,1.14197112485836,1.13191949385647
312,1.18904348516684,1.14821929239929,1.15340752825517
320,1.1196824800709,1.15259802309705,1.14165541385565
328,1.19425439671358,1.11106802432628,1.13463283780341
336,1.26026807790671,1.15006949305904,1.1193485199942
344,1.17021062201073,1.16390460563141,1.13326496278384
352,1.23492509972027,1.11963919440995,1.11843380039657
360,1.17045249539944,1.17596781617833,1.12391663189863
368,1.17310491250929,1.12553185216448,1.11344578397797
376,1.16683882818868,1.11323710013141,1.10678647675195
384,1.16657551979428,1.12330074402744,1.11135000878306
392,1.19116323850541,1.18100871792036,1.11878969402883
400,1.19415781619832,1.15950054423799,1.11393591923779
40,0.969134218768782,0.984834922189205,1.00292705252152
48,1.24471965062216,1.08294277601125,1.05602460672029
56,1.09875062620097,1.04453468498699,1.00382801220307
64,1.09354950467546,1.01865474634076,1.02442412045316
72,1.08906232503552,1.10264397373575,1.08429229082027
80,1.03345680519699,1.04469584525599,1.06486036683756
88,1.10013608028958,1.0865560147641,1.06832504360656
96,1.11031008449657,1.06305939600919,1.05263659182573
104,1.12693301198431,1.08410361419754,1.11464173669685
112,1.11368123999809,1.10312376838224,1.17913455500426
120,1.10987556143288,1.14359742391214,1.17525556151598
128,1.08773459798143,1.1207500173116,1.16307356300275
136,1.11946272740099,1.10178394650424,1.16414243368456
144,1.11890071502928,1.11862066061058,1.14963555745603
152,1.14302073759127,1.1146341788627,1.15070692758372
160,1.17827274537884,1.16630064085766,1.1572151728491
168,1.133267190467,1.13524796685264,1.13633408297518
176,1.14850452241034,1.08600413683106,1.12864404445906
184,1.1518081114093,1.13298202588288,1.12816048651573
192,1.15030765011165,1.13542200881712,1.14921462823903
200,1.13790899668502,1.12316531786667,1.13729512173726
208,1.23749049122854,1.1685117768145,1.12272425224772
216,1.17361284259557,1.10691652050745,1.09984874676998
224,1.07718562971083,1.13087433999949,1.08401889223284
232,1.19726664071899,1.15038165779454,1.10364703031086
240,1.13005330485796,1.14322733165471,1.11031498495199
248,1.16803108490606,1.10015783951636,1.12109957208802
256,1.16670329705991,1.14868145689713,1.13330445343906
264,1.10235957631543,1.10760592122995,1.13023781340366
272,1.16016613989943,1.13620933241559,1.12635978530649
280,1.12565392463311,1.1478399363416,1.12254029020208
288,1.13758512126609,1.13907525239273,1.11355756763929
296,1.11908370399492,1.15256498784168,1.11295302591053
304,1.19306771078051,1.14694355819171,1.10040419576729
312,1.17868025482583,1.12363208682731,1.09399273583279
320,1.18702955641783,1.12926702962024,1.10298407506281
328,1.21262355806616,1.13988301604005,1.09941014497514
336,1.19932667518668,1.08733385564619,1.10475695815399
344,1.19154382307896,1.1446343864976,1.10808640920391
352,1.17678343178089,1.1198374618339,1.09499945993633
360,1.20160796679521,1.12488939053915,1.08684564884179
368,1.18162891064141,1.10873891338158,1.08256792810041
376,1.15702730763951,1.14370932220634,1.08654665819425
384,1.17754488673092,1.11368623136691,1.10013955921993
392,1.18724480317764,1.09508246190683,1.12283452158404
400,1.215869460776,1.15022048316594,1.12470019068784
40,1.0573311929261,0.951610257167565,0.970496722483394
48,1.01012595483942,0.882403756421346,1.00288991857028
56,1.03055586710644,1.00859104795338,0.960487812525455
64,1.09330782280428,1.04735573374338,0.972140657913739
72,1.00840772968388,0.98576304525554,1.0521797676253
80,1.0340269968362,1.06022102648075,1.05785996599573
88,1.03838998358516,1.00603473364012,1.0342987357043
96,1.05256779352142,1.05410540401613,1.02964870549878
104,1.16537730307766,1.03395952289136,1.05630598725695
112,1.12900882992018,1.07329692580703,1.07931585667629
120,1.11297671125248,1.03687616348419,1.07250701708391
128,1.07485152497536,1.04845689824481,1.04729118484627
136,1.15928535304827,1.02309495666173,1.02173183821372
144,1.11894507501246,0.999946994144584,1.01568434606061
152,1.14671593540168,1.0003999689739,1.06113674808793
160,1.10049852050439,1.08757451526666,1.0642635629521
168,1.1334324207212,1.076288671643,1.06490818777977
176,1.10665225347551,1.06225039722131,1.05063099384915
184,1.11822513934103,1.10720086276153,1.06919237059994
192,1.11600731990628,1.12198751461164,1.08848954801967
200,1.11749063864256,1.06851805625013,1.09004456439881
208,1.15768757200574,1.0709091982968,1.09380527859972
216,1.19998758755504,1.06902335747676,1.10756766379029
224,1.10368431221531,1.13150488686409,1.10116471440657
232,1.21088808155598,1.1314601087419,1.09225109056663
240,1.21707683002355,1.15561608706305,1.10441798957949
248,1.1923336740163,1.18030629676586,1.09788989055413
256,1.22959748127636,1.16032410948869,1.11046790865791
264,1.12411903868679,1.1859119128399,1.11493502389054
272,1.23257529224359,1.13654493285756,1.10773945394898
280,1.19300513520798,1.19265325708077,1.11381014625391
288,1.24230159173175,1.20298368978718,1.12280435975636
296,1.22844641686704,1.22271264062782,1.12723335651009
304,1.24045162827007,1.2147587937184,1.13562204199842
312,1.24306482913559,1.18273758483607,1.1278497089373
320,1.23123825364347,1.22128406566269,1.13206275444442
328,1.19786465656546,1.17618812066507,1.13924875800182
336,1.31438048506429,1.22262098530763,1.1451031603956
344,1.31943238991567,1.21751093451603,1.16604169908173
352,1.2456029988526,1.23363825174584,1.16775946717891
360,1.28682478678661,1.22259425468278,1.17141910860426
368,1.24865203376288,1.1875563588536,1.18855256044007
376,1.31400930609497,1.21054704912763,1.19438407890777
384,1.3456565185124,1.20860036470673,1.19419454633662
392,1.29441695964909,1.23119865388489,1.20586781432498
400,1.28345920701604,1.18488888595324,1.19903686937017
40,1.04591457821682,1.03505835180922,1.0633929428067
48,0.986728661425316,0.879288794722879,0.972278673279929
56,0.9655323938593,0.969165142321001,0.992646600006332
64,1.03374045720695,0.98916486607791,0.953232417661967
72,1.07063191466617,1.05471407762752,0.982909662856329
80,1.06321646448657,1.03482850481266,0.997997575459013
88,0.965737869422769,1.05018003884304,0.959402646161004
96,1.01927692161361,1.05547029181098,0.984242012495786
104,0.983422945720951,1.03599114535957,1.03523262200321
112,1.03604747727839,1.02966111334205,1.07582053160182
120,1.02164595726986,1.0403777707829,1.0562564255063
128,1.06202984102108,1.06316616882206,1.03292216007756
136,1.00684316937335,1.06774389842737,1.02501865160248
144,1.05066262866428,1.06561582507188,1.03207025625718
152,1.03766488770993,0.992259429761611,1.02616251668346
160,1.09227491939143,1.07221505562408,1.03289367408502
168,1.02613465271176,1.05051873538192,1.02013979304176
176,1.03361508431383,0.989491287566634,1.01009626533518
184,1.07737570487878,1.02801883837942,1.01474092215296
192,1.06706634920269,1.05504994739397,1.01877750792247
200,1.11417000720414,1.00947605275408,1.00845329350034
208,1.10081558621248,0.98257873771742,1.00157128964497
216,1.07748961369411,1.00359388936943,1.01412383335318
224,1.11545684235108,1.00862587525408,1.02235232234797
232,1.07600052432084,0.984773445120218,1.03941300458917
240,1.04529917843901,1.0152224833119,1.0420337738914
248,1.05991744687206,0.991923600806231,1.02264174329235
256,1.13600107801869,1.03847024703933,1.03318037512829
264,1.14405251689696,1.0064345991672,1.0297332174541
272,1.16486511549475,1.06591340507976,1.05728860507508
280,1.12312207945579,1.0592521813647,1.06068278251207
288,1.14990132460702,1.05101755334364,1.05021057467944
296,1.18134579332879,1.0217411881921,1.05006509168725
304,1.14977871824327,1.05332866660133,1.04058095916655
312,1.1166250182538,1.03843427157984,1.04298793937508
320,1.17011897179585,1.02381565246777,1.04314383677905
328,1.146461681491,1.03593825321814,1.03919363970058
336,1.18451477208287,1.09162166331963,1.04473437395457
344,1.18923735666306,1.04842287409909,1.0342132247441
352,1.1919792461715,1.11932193287276,1.04097270753457
360,1.17061193653691,1.09042292648845,1.04401007407206
368,1.2147007061275,1.10916319435827,1.04491275872662
376,1.20430660735524,1.07913785030742,1.04881655615383
384,1.19163101009808,1.10357159610331,1.05160373442454
392,1.1847658507819,1.10607168342745,1.04619455059177
400,1.18988626854134,1.11872725765359,1.06443727780579
40,0.906599115464978,0.910585416560878,0.813250303686327
48,0.926790875711179,0.813680871662466,0.883847152961201
56,0.923489332597255,0.858720646341223,0.869157974534818
64,0.959053108682842,0.882123345816106,0.916657437751236
72,0.852691571028616,0.872866792698846,0.928135881970453
80,0.897096361635215,0.984128107514958,0.884923445207204
88,0.96016123084426,1.00425338217729,0.86997030482754
96,0.939286933457024,0.916657137553932,0.911315451517005
104,0.906823303920434,0.947607970779663,0.863524436373012
112,0.905042020830148,0.949024842057528,0.908628453719693
120,1.01253619238258,1.03066692431594,0.922777809340862
128,0.950844204856047,0.911186926881826,0.952882682952179
136,0.920529465342846,0.902787787835388,1.01825443447851
144,1.06385443754469,0.905628295739937,1.01316746904202
152,1.07000223356129,0.920256504499459,1.06094440795858
160,1.07550424306745,1.0162358353885,1.05183887495102
168,1.0024393591254,0.967909455885465,1.05315399995125
176,1.09179246020875,0.977693000074508,1.05435311592882
184,1.10067931099432,0.950350195661314,1.0524778121519
192,1.13602220324301,0.997807559574695,1.05064726544811
200,1.08353822447514,1.07683332009062,1.05721256656119
