"k_H","DH1","DH2","Hill"
208,1.05286473984238,1.02407385617952,1.03004708604932
216,1.07545482506364,1.05279638799877,1.06123269529559
224,1.17534263673655,1.04836595708496,1.05144753384368
232,1.10279741674141,1.09722062659257,1.04930536301315
240,1.11258640893069,1.06245635522937,1.07365453783085
248,1.08789485099106,1.0679684293502,1.07826936078843
256,1.17747546079269,1.12475938096647,1.07394129866803
264,1.16618534997706,1.1159703624003,1.05898867894102
272,1.13130539171206,1.1170375826484,1.04997820832601
280,1.16795797284681,1.10194248203614,1.04631789064397
288,1.1738155336235,1.13127793680931,1.08446692771356
296,1.16842490561426,1.07963583448387,1.09753419987028
304,1.1832513155601,1.09169319629592,1.09704679205568
312,1.13994895579461,1.1199619473712,1.0954427190152
320,1.22460640159508,1.1192147311062,1.10280050290864
328,1.14632288724353,1.10037661053374,1.11952171683587
336,1.28523421318993,1.15166944990449,1.10818986481111
344,1.17961534672864,1.10603707036132,1.12170709673479
352,1.27112848628901,1.12013609009024,1.13568362777839
360,1.23519381630513,1.1473606070517,1.1375367699168
368,1.23455230808481,1.15090163781237,1.12976795895589
376,1.22227782222721,1.0990608947163,1.11981489347919
384,1.28541324289068,1.15349219090243,1.11389389825705
392,1.26662559882433,1.14415302611347,1.11510838613136
400,1.25908685365622,1.13979115450003,1.10621002291443
40,1.01562660101188,1.0621146140241,1.09076977194246
48,0.945363846175584,1.03684688834449,0.989347945644413
56,0.945258246325094,0.959206323100459,0.968421142383308
64,1.00960126450701,1.0231991091067,0.971264048620788
72,0.868113285659814,0.97422092529639,0.991530561264795
80,1.05449783636988,0.971875401743234,0.988662486905874
88,0.971049664050852,0.979025692511489,1.04450561865215
96,1.02527416341964,1.03879540448388,1.00892451975046
104,1.03560278489419,1.01034857437424,0.979092453148692
112,1.06071202953319,1.02496915888744,0.973420282363201
120,1.05631572784479,1.00782928023826,0.962776258807123
128,1.07483211817378,1.0413397937462,0.963275449601235
136,1.02608866722734,1.05095410996586,0.969698168163038
144,1.05646001083997,1.02203661258509,0.968840441721192
152,1.06554444606248,1.06986767944923,0.979375713844354
160,1.18437415445657,1.05757238034598,0.983092878893501
168,1.01367920876083,1.02911084073102,0.999148285551833
176,1.0336870477912,1.05492488210945,1.01280624399504
184,1.03201164710154,1.07724404989074,1.02498335402124
192,1.05224980753414,1.05755486862436,1.06285658190504
200,1.07990220017198,1.0699323401487,1.08963606313234
208,1.04994279066738,1.09114668117796,1.08470230819635
216,1.10425499230768,1.11486921731824,1.07572425734636
224,1.13010545561522,1.06823775891286,1.06710529119347
232,1.10181458840371,1.12777117062647,1.10315024221787
240,1.13203343359639,1.1196644669782,1.08620862688853
248,1.08739701693441,1.18362047021665,1.09853370544217
256,1.17896602181086,1.11745666597704,1.11076971701309
264,1.11219493428133,1.13136355678252,1.12396257637307
272,1.1784831060411,1.15632021938955,1.15215240891643
280,1.15115705535591,1.12598536822665,1.13589334146213
288,1.18195328808907,1.15282542322603,1.12160642271276
296,1.20153461149595,1.17081655269169,1.12016039091592
304,1.23546874269689,1.16306951797905,1.10804110762412
312,1.24019685078268,1.16570385217469,1.11549050494453
320,1.26328565116221,1.19484358068884,1.11650171412212
328,1.18247762594646,1.17334178339885,1.11473952521124
336,1.28153415885545,1.16327460022863,1.11594581569532
344,1.29887326152292,1.16964760658577,1.11360253289929
352,1.34225527240326,1.17874857661335,1.10971855057549
360,1.24329359869238,1.15945721782187,1.10826905046766
368,1.23848597597423,1.22453856865038,1.11681623846358
376,1.30164074439509,1.18197068729317,1.12970780521525
384,1.28662024302205,1.20916913030908,1.13201474416757
392,1.28258107760383,1.19876611580741,1.12805002392825
400,1.27946287101418,1.18677983730837,1.13592556039376
40,0.949681636451369,0.95684640782049,0.893179063409169
48,0.914620377073533,0.984926438668788,0.874959224433641
56,0.93436285091933,0.866093146736642,0.988633418912479
64,0.862086823396045,0.875950773954928,0.94701637097489
72,0.810468147606768,0.88602213060361,0.873527609574094
80,0.926610709313705,0.853207705195019,0.846884131904144
88,0.840646300440891,0.840251200311469,0.825685864027366
96,0.841137527237686,0.867759915476412,0.8063895502432
104,0.86663184505032,0.90854181005208,0.797824521337721
112,0.819989920793076,0.875077832338944,0.830595924486398
120,0.978913858977798,0.838329578358263,0.840854831581584
128,0.939936006057953,0.921645046261366,0.846097684766263
136,0.874788115186056,0.899819882545925,0.862669998125757
144,0.783875074194033,0.862142139453263,0.907733672257345
152,0.868258089538975,0.901836781970703,0.928727627256134
160,0.866656979896651,0.906984275796903,0.920901753082338
168,0.875795570111479,0.848752083105273,0.913799422830533
176,0.867123143616262,0.851818331510063,0.94153214034754
184,0.907178577981833,0.897420472812165,0.94245606134242
192,0.920609631550057,0.896454066667868,0.943202914355893
200,0.9027531243727,0.895664053858287,0.93480133286792
208,0.917035444705707,0.899593835270076,0.92511028705502
216,0.911972687251148,0.961360584967249,0.950740083194864
224,0.882742017123133,0.941692592283168,0.966048536621628
232,0.906592861166633,0.906860776128324,0.973103496889538
240,0.94524724209886,0.976001935332436,0.97213337121081
248,0.947413214352918,0.986156240294466,0.984342154540093
256,0.977352136460231,0.965151393334812,0.981471977801265
264,0.927222952582215,0.91764330027224,0.98894294599299
272,0.986834915879705,0.953199675282734,0.985059194069995
280,0.967060303439324,0.993837632624475,0.981535583963638
288,1.03522128651091,0.975285225924049,0.992356989408989
296,1.06047520018734,0.960802958396409,0.99142757402135
304,0.986306257980937,0.979377962207395,0.983665048464283
312,1.02973818387477,1.02362656247085,0.983219463822623
320,1.00024142862286,1.01883681504684,0.983252248004118
328,0.998560762997338,1.02549429404836,0.991233598422349
336,1.17583511559646,1.00524553007034,1.00989424541648
344,1.11839501954965,1.02159289144005,0.996763964593372
