"k_seq","DH","MLE"
10,0.731808820498851,1.14270805892022
12,0.737920945167306,1.15155562748033
14,1.04086859342742,1.05888383665288
16,0.794325012078516,0.988498088853706
18,0.981573132547126,1.01358601421429
20,0.962384583684753,0.978079634380171
22,0.928860813186375,0.932023731819154
24,0.931640333921682,0.942478042192996
26,1.03263189936242,1.0592617392569
28,1.00596921258811,0.931850379724641
30,1.07170729317627,1.06326927698582
32,1.16288144554101,0.875489442355076
34,1.06939036422191,1.00503797875454
36,1.11397383307745,1.01014523680414
38,1.10389585493816,1.03909656851209
40,1.08948741762782,1.11888593227636
42,1.00129801766967,1.00807296490163
44,1.00558222301278,1.14505866642034
46,1.06794530185435,1.07816715807677
48,1.07917067189387,1.14588645437402
50,1.07542786788271,1.1518162968445
52,1.04771665609192,1.05252830736714
54,1.02074767180013,1.05076611299376
56,1.00347992191771,1.07238198960773
58,1.01176162412515,1.08061976340432
60,1.03462043029303,1.03021065934496
62,1.04118127374932,1.03840903716292
64,1.05471747548289,1.04334412552436
66,1.06158974331555,1.05078821218871
68,1.03630997893899,1.10307171487427
70,1.02674315001604,1.08281171825264
72,1.09494091138749,1.12338929869227
74,1.08394693445568,1.11268401419719
76,1.08969904448933,1.11845920143785
78,1.09140338743871,1.05479636618974
80,1.0813223968755,1.04624042183496
82,1.09438604697831,1.05430487186988
84,1.11787857383605,0.997815753933289
86,1.11476173293805,0.995649869555093
88,1.12009280523074,0.988737605770375
90,1.12220049013688,0.996937246025429
92,1.13838905945434,1.08926595217243
94,1.13916582766984,1.08751927547447
96,1.12976995136236,1.08153408985436
98,1.11776234975182,1.09155957759103
100,1.12197355210689,1.10543382669132
102,1.16588400563899,1.07546145243186
104,1.16339280873438,1.07630927704911
106,1.15971652939819,1.07118228758694
108,1.15859548914182,1.05862243191794
110,1.15489665807333,1.06652533157904
112,1.1535640478136,1.09389899657309
114,1.15402895388265,1.08912408245503
116,1.14164143300722,1.07751086673082
118,1.13866141644055,1.07715720790009
120,1.13134804184661,1.07422036567218
122,1.12205488417498,1.07663044887057
124,1.14077504909926,1.09116215687324
126,1.17207382532512,1.05651670144684
128,1.16238817455763,1.05012506943976
130,1.16038748787333,1.04491072432122
132,1.15221991290366,1.03495554580238
134,1.15600302829272,1.03795656729526
136,1.15603379129377,1.03628144770949
138,1.15042227890449,1.02723091848751
140,1.14403791835974,1.01861043417303
142,1.14913262676629,1.02587541752672
144,1.17095281099996,1.08046777106071
146,1.16780903577054,1.07589339350197
148,1.16006685802446,1.07006928740692
150,1.15500230079429,1.06937936115517
152,1.15604286755407,1.06836257962226
154,1.14747476656839,1.05939516681227
156,1.14782633578653,1.0606334943836
158,1.13947560321155,1.0595571494634
160,1.13925887349963,1.05264832112928
162,1.1361608350684,1.05091802591508
164,1.1385070204269,1.0574711934933
166,1.15095226920968,1.06014871940337
168,1.20946802105741,1.08472228614245
170,1.20268045323949,1.09574310710611
172,1.19880642903456,1.09208863397159
174,1.19100681262629,1.08759607117523
176,1.19002608928847,1.08551236393123
178,1.17896533219033,1.08550312122671
180,1.17644514414598,1.07852606008861
182,1.17756575657059,1.07939804179018
184,1.17143928954925,1.07237991799604
186,1.16492616580228,1.06937023678134
188,1.16140345325234,1.07111456764918
190,1.15938452880965,1.07201733180976
192,1.15913691286584,1.06749651550653
194,1.15188974694214,1.08102554935227
196,1.14887454132036,1.07602629589869
198,1.16995094305659,1.0888301473247
200,1.168050074134,1.08780247050209
10,0.662768705559951,0.747106818394086
12,0.720434939307338,0.68576886061231
14,0.683125387273118,0.760815708026186
16,0.7977451029831,0.733043018163414
18,0.776775321058207,0.651261849985338
20,0.833996599491254,0.748206129939877
22,0.704806086765104,0.652523441209924
24,0.807741920627424,0.754818438781417
26,0.769730108728727,0.708285560594042
28,0.789086122321149,0.716221237169613
30,0.863541840877449,0.701239169345136
32,0.873570571301133,0.713866645215505
34,0.860347742975879,0.682472242347615
36,0.88669848907126,0.776886559822505
38,0.83896528048468,0.840347404663706
40,0.889192575526226,0.815866228094676
42,0.84939838795681,0.800132064302985
44,0.878238329886685,0.815224664661715
46,0.878605646992032,0.841178660480544
48,0.903278482550036,0.856355736432984
50,0.942597950618036,0.90126493410713
52,0.957561975441085,0.857403559982245
54,0.925725630199533,0.815525149353238
56,0.866496493151541,0.99360586079384
58,0.913839925379983,1.01576381261386
60,1.00448208277797,0.852416791857275
62,1.01200199224857,0.883670604911965
64,0.998262362558125,0.977331558570623
66,1.0055149963099,1.00670137458755
68,1.00007648634578,0.93539322931382
70,1.04450841924816,0.956327499020992
72,0.953471003747178,0.916693373605481
74,0.953136369767202,0.915974475272696
76,0.968087200791115,0.944937923534896
78,1.00153961251452,0.900128525157732
80,1.00002836086386,0.900715919004214
82,1.03065610750208,0.928898241702145
84,1.00152878151905,0.975317570170589
86,1.00158971577969,0.967539395387465
88,1.01588635454891,0.978199347941416
90,1.03204246594606,1.00435718409429
92,0.986330940872751,0.980581091642042
94,0.982455065722461,0.973268709438706
96,0.981746915779947,0.973908758257634
98,1.01023291555292,0.995100636876196
100,1.02629337053604,1.0199882032298
102,1.06607829047521,0.913071217212529
104,1.07102542314568,0.908154531551739
106,1.07014487109746,0.911075520491667
108,1.09118916801493,0.930814159684233
110,1.08993481452102,0.941499911856231
112,1.04579555398788,0.922045200563512
114,1.0481586400805,0.920652666818085
116,1.04019953855193,0.917002299360822
118,1.03958851170743,0.914132842843474
120,1.05638222328882,0.925543016138449
122,1.0735108434533,0.944857713488811
124,1.08584948563139,0.951357250241237
126,1.09873279348122,0.993513285959103
128,1.09589988093406,0.991043058645744
130,1.09988609963842,0.990280906054636
132,1.09286453998553,0.983773834851787
134,1.09765570254559,0.980619109657867
136,1.09993018646354,0.984579607674585
138,1.11580580539198,0.99364332691084
140,1.12108181318124,1.00222578843356
142,1.12810444481048,1.00839921441311
144,1.19757086875357,0.940010288077921
146,1.19397161354154,0.940406004456169
148,1.19191197272992,0.938752934415455
150,1.19825473786033,0.94082798836679
152,1.18982434463118,0.934895490268977
154,1.18779984869038,0.930078091355663
156,1.18915132553422,0.92848921492375
158,1.18289801421372,0.924053832553884
160,1.19998393854152,0.93409465711174
162,1.22016278418591,0.949795924357658
164,1.22153655270503,0.959575868899099
166,1.23492161258307,0.968933462328891
168,1.21855607154988,0.992964720516068
170,1.22342324990607,0.991765500151261
172,1.22251665566785,0.987908680712395
174,1.21910061409736,0.984081502566096
176,1.21788258478895,0.986382360494657
178,1.21334524025726,0.984272365821817
180,1.21839273044896,0.987377268172875
182,1.21064022363636,0.983368288388324
184,1.20868883394938,0.979707218408178
186,1.21159229520691,0.975163571972286
188,1.20927357861967,0.9763027806737
190,1.21070390854803,0.97060732000782
192,1.2291294507294,0.980348686836835
194,1.23289035975998,0.983270555224978
196,1.2363724440116,0.99072791709322
198,1.2423121412489,0.99745512168946
200,1.24461196395298,1.01061572947716
10,0.98701956193675,0.752780173837873
12,0.906331678810144,0.676851200067605
14,0.979572242521612,0.773214601879365
16,0.909050998864505,0.861709259785095
18,0.849755211894976,0.790710062839183
20,0.867825769673063,0.724291847538207
22,0.890724963561587,1.07542575633982
24,0.828705271546563,0.914589352136466
26,0.907180182850792,1.05142316315398
28,0.942043125824812,0.86462272678418
30,0.937619796681528,0.994387386484026
32,0.926527146184679,0.935040227453211
34,0.943968206276562,1.00428200370934
36,0.955915930590984,1.00038005370815
38,1.07036137548359,1.03382284303132
40,0.986553496206309,1.00836330676878
42,1.04674491968882,1.02074459261056
44,1.03643252377215,0.983721480167119
46,1.06089487951707,0.973471183396598
48,1.04851164515891,1.04783253184901
50,1.05413653387093,1.04411216131389
52,1.04541300296687,0.945032959923362
54,1.06699326167235,0.969002241696564
56,1.04321207085648,1.00967823888497
58,1.04314811579667,1.00939334833187
60,1.09589457058387,0.936530579950893
62,1.09776607989607,0.947323897856186
64,1.08847287758251,1.06923399376048
66,1.09903818793269,1.07204341739704
68,1.09262351454947,1.04677320494301
70,1.10367532522315,1.04636541758178
72,1.04441922246402,1.0836771885789
74,1.02531329553582,1.08113177524815
76,1.03464351992071,1.08296446700007
78,1.12054675831288,0.956887655135537
80,1.10097058750808,0.964377945954918
82,1.10513437555642,0.968957064202203
84,1.14219255738012,0.978675382750014
86,1.12898809277157,0.990721170818984
88,1.11687070143943,0.977323188579413
90,1.11933128247165,0.980840425022868
92,1.15270434634136,1.04634907278138
94,1.14972682422498,1.04628255628185
