gamma,0,1,2,k_n
0.9880316256347337,1.0405119179719622,1.0333285468600573,1.0282433787739425,5
0.9441392621849428,0.9496094872423178,0.9488647730242767,0.9483365529783305,5
1.0296768873783488,1.1736430755176719,1.155410279730675,1.1422063495618677,5
1.056709871306527,0.9986480600392849,1.006023432484668,1.0113589171750355,5
1.0469744862932928,0.9875800934288477,0.9955461709794393,1.0012218400506236,5
0.9883210879986905,1.0015792355646334,0.9998082617257955,0.9985458065251517,5
1.0081755150896017,1.078996396425731,1.0695918049711504,1.062878238485331,5
0.9548764193437189,0.8763541172429166,0.8876407640186224,0.8955157927509861,5
1.0143244473859803,1.1019818063080384,1.0896847111126462,1.0810426780677698,5
1.0239878396212025,0.8694042597995317,0.890728512182726,0.9057959753498874,5
1.0644501858922566,1.1504902756110802,1.1391700599627546,1.1310698623998665,5
1.050859613287301,1.1502860219938464,1.137267504088075,1.1279312576573206,5
1.0467303799164882,1.1344363594396722,1.1227620831554748,1.1144314317477997,5
0.9382802879640596,0.8102195581959477,0.8290743117386205,0.8421286990551331,5
0.9539407242998453,0.9297656308761547,0.9332214230126875,0.9356345529146761,5
0.9872328999451122,0.9887662458252792,0.988558484290053,0.9884109895738473,5
1.0259978414229618,1.0343519227214906,1.033273439941453,1.0324964700052042,5
1.0715803928670598,1.012143580718178,1.0201277506871695,1.0258055060759486,5
0.9914181744753513,0.9986949443615801,0.9976858195494143,0.9969747962151303,5
1.0595411702200075,1.0153985092225346,1.0211055322517946,1.0252163185430503,5
1.0023382986136955,0.9796414589961611,0.9827132154622273,0.984896503540087,5
1.0324813046126058,0.9446727400803053,0.9566535503610849,0.9651453909427081,5
0.951188455445856,0.8972728576735679,0.905358374627377,0.9109172435542522,5
0.9506543180355657,0.9540882261364722,0.9535882932329113,0.9532409353626411,5
0.9475822136586277,0.9595406669588283,0.9577931454277057,0.9565818405447486,5
1.016524764783198,0.9250054122368158,0.9374859582864671,0.9463299850979732,5
1.015027902738324,0.907832580823618,0.9224727742597791,0.9328412412407111,5
0.9077475708398691,0.8061647601442934,0.8210762715868452,0.8314092389012236,5
1.006429137476833,1.1815978840124386,1.1589039415888978,1.1425924400999299,5
0.9991343369097918,0.9427866682992667,0.9506416382579848,0.9561728618186283,5
1.0474983825893833,1.0071636095574983,1.0125399418492507,1.0163766563520844,5
0.9484117402964387,0.9324716707992723,0.9347031922324943,0.9362732508586,5
0.9326025713277507,0.8643484033511548,0.8743034963049167,0.8812142903908967,5
1.0253427634584724,0.8835245626251156,0.9037699440162357,0.9179287136911604,5
1.0580214273741517,1.058353216638509,1.0583078837424784,1.0582758071892884,5
1.03108902441957,1.0253140840385022,1.0261164400778047,1.026681584029829,5
0.9934287106999357,1.0214644911629323,1.017663449815234,1.0149613942799256,5
0.9807380668221443,1.052116515620199,1.042204069299204,1.0352204324836543,5
0.998308784911172,1.1571403398465905,1.1369722719461777,1.1224002468219931,5
0.9880251299846182,0.9379516384273877,0.9451177361260021,0.9501153173720422,5
0.947969101913489,0.9648663027391591,0.9624966724807191,0.9608319813690872,5
1.0473607645963148,1.0274779754235446,1.0301340069296787,1.0320285235441706,5
1.0275817007753851,1.0339601981096433,1.03310607305867,1.0324972575294395,5
1.0100314209410692,0.9628462636186389,0.9692755156066969,0.9738355396431717,5
1.0255059583273496,0.9855360085902297,0.9908768760408964,0.9946834858925813,5
1.0308063029089563,1.047619248095028,1.0453468423906895,1.0437327924807915,5
1.0139138330096147,0.9520827917933711,0.9605195598665524,0.9665008694008985,5
1.0631498265839283,1.1068782292938657,1.1013515595387136,1.097348492064192,5
0.9891805090887904,0.879542676472055,0.8946870327770803,0.9053834688887008,5
0.9929647502686835,1.0142263762214463,1.011440941632444,1.0094433794532163,5
1.026753378750938,1.0560032897236031,1.0522759380626028,1.0495815233657022,5
1.0244881798157994,1.061414075374143,1.0561964959692556,1.0525427558408231,5
0.9387367024024341,0.9087235130925579,0.9130434565549682,0.9160556664316561,5
1.0228324328177378,1.167961373512197,1.1494159262053456,1.1360205934118657,5
0.9893817921377364,0.8263234670064661,0.8496846617562839,0.865997556874021,5
1.0399202073724125,1.0738809023865459,1.0691307031314685,1.0657950476645113,5
1.0704799490029897,1.0384137522889747,1.0424630889102984,1.0453972796604998,5
1.0073567320056491,1.169124326291843,1.1471567580409638,1.1315920436424385,5
0.9648791028688696,0.9933713861875586,0.9894352892286518,0.9866565614573065,5
0.9243743961269988,0.9257366632870694,0.9255383253303193,0.9254007141884604,5
1.0133876333557474,0.9437879024395506,0.9535065108832992,0.9603449387014524,5
1.0050360817491244,1.092957819856071,1.081230061488424,1.0728706857636856,5
1.0565691628478635,1.014909995395588,1.0207614797915368,1.0248716851817246,5
1.0607951754878322,1.065602450674001,1.0649577101181327,1.0644985262152193,5
1.007796315183387,0.9602604911693745,0.9667970501056433,0.9714165517170428,5
1.0232379000350427,0.8713873957900413,0.8925453440306218,0.9074426672359646,5
