gamma,0,1,2,k_n
1.0529777459619072,0.9975137692161139,1.004049811545617,1.008890538722214,10
0.9063251734334843,1.034539142453985,1.018839490357645,1.0073177775186768,10
1.0407529130199984,1.270604773646586,1.245609149466585,1.2267160981225578,10
1.1037676451562448,0.8741421274754155,0.8990442911060879,0.9178616127604262,10
1.0313537456811404,0.9735104399784935,0.9803896021418185,0.9854717809135329,10
1.0659034732216157,0.9853375817753479,0.9950371305153052,1.0021724970177677,10
1.0036015450844007,1.1906116403452875,1.1697994203742292,1.1541803411294338,10
0.9160028397697613,0.8365547525992283,0.8464265811717573,0.8536379385032226,10
1.010814389117659,1.0860415007412174,1.0769360573975177,1.0702450335852731,10
0.9472238556860736,0.8063888073435117,0.8234016392627542,0.8359190755340667,10
1.196652274526747,1.0595512392880542,1.0747943842398875,1.0862342893358679,10
1.1309112527513476,1.108569604666498,1.1110721066992368,1.1129477033366886,10
1.064953362184632,1.1390199809334984,1.1305856905725267,1.1242917374718433,10
0.9380331857789683,0.6900983483424985,0.7228853555196129,0.7463997491228185,10
0.8704386661309848,0.9517578325679388,0.9414928972534738,0.9340319538136331,10
1.0384136866754923,1.081275455743174,1.076215332169802,1.0724701689447174,10
1.037238610034143,1.036318595566545,1.036422721822399,1.0365006656397944,10
1.0272919931542341,1.0476517167109338,1.0452530305279342,1.0434785130988364,10
0.9669626183869029,0.991703772507534,0.9887532129657383,0.9865772967946178,10
0.9602108069347702,1.2285494401030013,1.198667343652658,1.1762032297515932,10
1.0159423939288277,0.845395834209639,0.865596231730295,0.8805412140965074,10
1.081249878321718,0.7405901885060442,0.781110723679991,0.8110623846172418,10
0.9158779553037201,0.804013653603714,0.8188374141347541,0.8294637989418262,10
0.9437074756421644,1.0549610505649825,1.040443452252279,1.0299887725225236,10
0.9545870306434763,0.9072024163542792,0.9132627768795232,0.9176482396538682,10
1.0309405320900817,0.7869262376867451,0.8160327649828478,0.8375218314715206,10
0.9832335596779627,0.9423413285594713,0.9471552224439901,0.95072199512681,10
0.866446640408495,0.7680477761994167,0.7810815087249008,0.7904324678548198,10
1.0644136249572604,1.3369280518197217,1.3075047732224612,1.2852471491774489,10
1.0084127192051768,0.9073306807100985,0.9197359862906406,0.9288228978052457,10
1.039401225935896,0.9055942150007755,0.9211985921438427,0.9327947659785192,10
0.9692145499568954,0.7893209995496402,0.8120897703669374,0.8286440347581201,10
0.9253460271389334,0.9363732133816319,0.9349527027001175,0.9339258712444671,10
1.011460447235033,0.7370781605571434,0.7715727232442641,0.7966838285681586,10
1.0790693704194634,1.0152020124245191,1.0225347836238206,1.027993136132694,10
1.0099365124052178,1.0011559998179902,1.00221500241787,1.0029935436768485,10
1.0507206334518353,0.933329951966771,0.9473054157945492,0.9576330221917237,10
0.9476594287293236,1.206278693259903,1.17570012218185,1.1530978064513557,10
1.02443575588915,1.3721439065095422,1.3354800259471822,1.3075899068207475,10
0.9410472972209405,0.9391700791437957,0.9394046331724655,0.9395754252546784,10
0.9939061128390396,0.8986231411337514,0.9103474797055736,0.9189282528909629,10
1.1102969543876644,0.9805878104702409,0.9955069833585074,1.006623361731848,10
1.0230695309707072,0.9372503996382822,0.9471721910341956,0.9545597712266082,10
0.9914635822749898,0.9095538069974984,0.9192928274142492,0.9264939306613263,10
1.056633896096063,1.0146767551037197,1.019447742752157,1.0230121643450456,10
1.0083460932427786,1.017239323512948,1.016239133176598,1.0154890653054456,10
1.0568104818138067,0.8798037420873064,0.9002850870845726,0.9155369973305195,10
1.131629299780163,1.1693276340017396,1.165317430049751,1.162272389256408,10
0.9094511239939562,0.8823583581471064,0.8857151980104045,0.888168636676076,10
0.9810249443362793,1.230634930136711,1.2021892155303395,1.1809477165953108,10
1.0984497882970334,1.1081660401527538,1.107114321630196,1.1063188490703824,10
1.072465487572776,0.9673988460755673,0.9803432015370326,0.9898038636374448,10
0.9559317655644171,0.907389317616938,0.9135175511608198,0.9179723063136176,10
1.1618799501279473,1.1578629864500418,1.158310997520816,1.158647353319793,10
0.9421400226794295,0.7591283653654305,0.7824340198536301,0.7993299599457316,10
1.1262448187154628,1.0340623228221457,1.0451846394819522,1.0533569577718462,10
1.0656242788530057,1.090099887337635,1.0874919643708183,1.0855107151354577,10
1.0607236513383203,1.1188491912393677,1.1121076549890505,1.1071027912685836,10
1.0187448001903927,0.9986092100965342,1.001065853157822,1.0028678518373493,10
0.9399379284245523,0.7926313999032851,0.8118403974244992,0.8256560635045008,10
0.9731263372990299,0.9149026568055386,0.9219826911675612,0.9271787989470048,10
1.0632209579376721,1.2116899084152903,1.1952055209032482,1.1828266789101536,10
1.0339415952986357,0.9629412434275175,0.9715462581702603,0.9778633823475849,10
1.0790141747331699,1.1106745893494894,1.1071082292343861,1.1044377077676304,10
0.9612727747785641,0.8282923384187875,0.8442965023659361,0.856089704071055,10
0.9401440167643497,0.803202127756619,0.8199580364463621,0.8322451649911784,10
0.8796012285058907,0.7536400954132798,0.7704312567096072,0.7824372987535314,10
1.028510127403861,0.918211106823072,0.9304227715807185,0.9396161198994619,10
0.9211222408336583,0.7766600923149272,0.7946484995475481,0.8077767306022371,10
0.9569473227474464,1.1162417448499296,1.0979902323196813,1.0843742598303308,10
0.9804777080591316,0.9906700160137876,0.9894200001390293,0.9885045497625929,10
1.1129843427367496,1.028384324467937,1.0377358946089714,1.0447760854550476,10
0.912519178907159,0.7302152896856599,0.7538131715692218,0.7708468833685875,10
1.0174646207352755,1.351832538090825,1.3133762964190314,1.2847354478287638,10
1.037949537134434,1.2692153654271747,1.2444788916452878,1.2257406834896585,10
0.8741586647665116,1.0109438908662747,0.9928983074155896,0.9799538672138661,10
1.0203834534097707,1.219109923121634,1.1960771811101554,1.1789599604410388,10
1.0268132885507908,0.835972856848335,0.8593936396748033,0.8765584154829739,10
1.0020446979909245,1.0299745651436885,1.0267573547866793,1.0243595953086415,10
0.957968103137941,0.85352441078859,0.8662170908056732,0.8755354209157066,10
1.1016208151351783,1.0868641475010754,1.088551004020277,1.0898086315794793,10
1.0745721147505178,0.9659106855730137,0.9787968838692571,0.9883226831486339,10
0.8811212479282767,1.0098080839922832,0.993166153794695,0.9811533852820186,10
0.9849370789704956,0.8989138327826179,0.9095405829736388,0.9173162226426856,10
1.0337023266103194,0.9314328186603991,0.9439403929538537,0.953103462078084,10
0.9398608973456408,0.7601482069641492,0.7829543335281277,0.7995162425056198,10
1.0675258359910929,1.059047183479126,1.0600558999032215,1.060800332291595,10
1.0087537080268247,0.9624041662573863,0.96813854311403,0.9723287295939633,10
0.9357806289719873,0.8881366438129744,0.894169012301821,0.8985495899829147,10
0.9940253041848756,1.080986247625548,1.0708305126850122,1.0632995835083083,10
1.0516452940486167,1.0776992521447064,1.074476827064656,1.0721236924268926,10
1.119291247321979,1.0968233335010547,1.0993371687584907,1.1012223023479941,10
1.0086894420902113,0.9712936982070496,0.9756953000289788,0.9789559961140253,10
0.8345589622591622,0.7868521888519205,0.7930709031245021,0.7975537794322083,10
1.0495582855374943,0.9020836051598589,0.9202363376690629,0.9335289221624927,10
0.9480962035724362,0.924209254901919,0.9272077316813326,0.9293916304561246,10
1.0340826190908308,1.191970154663344,1.1734417232726568,1.1597110465418505,10
0.9604994744989803,0.8197255179262306,0.8381077114336513,0.8513309107922329,10
0.991568417549934,1.3475803531891213,1.3041348238965798,1.2723105377675359,10
1.0375633431632083,1.0928122225399461,1.086361046941412,1.0815796173976147,10
0.8769255231844818,0.8641169539591478,0.8658016388593947,0.8670129281693151,10
0.9731342854350785,1.0869797505927272,1.0735874947969035,1.0636821442014566,10
1.0262772795423971,1.1198038701791888,1.1092716408843344,1.1013837777779727,10
1.018697949426111,1.165404958997713,1.1481362965212016,1.1353439029264842,10
0.9833711147163914,0.9486175585662868,0.9528646939256622,0.9559781772371596,10
0.9836987782674166,1.1561014513546222,1.1351725776009678,1.119814639790561,10
0.9865511703388048,1.0212371833105445,1.0171247254677984,1.014084119000827,10
0.9931315106912819,1.415840390914684,1.3679395306296918,1.3321515446817165,10
1.0682759155131352,0.9215300953356764,0.9388429829557694,0.951665921749771,10
0.9224436085341241,0.957644669830154,0.953490369164369,0.9504140406353029,10
1.0597080065528366,0.9316820087213631,0.9467160133614982,0.9578621457602639,10
1.0027861337276933,0.9012833022946913,0.9138792961977343,0.9230753710481951,10
1.0330451606131965,1.0480836338108876,1.0463974086506767,1.045132148753893,10
1.0326208959660481,0.998659593681996,1.0027150915842877,1.0057088933295422,10
1.0362749084937,0.9469302268823204,0.9580668241359753,0.9661902645987663,10
1.0107841499116108,1.06413675623017,1.0575552008846314,1.0527434741219892,10
1.080085662298148,1.0158220691897537,1.0232832159662386,1.0288263412684933,10
0.9999450153210544,1.104955439649047,1.092849994588409,1.0838429116702268,10
1.0513484844386831,1.1340114662613563,1.1244475803761358,1.1173252394121653,10
0.8850234154828185,0.8625067369488373,0.8653648883265999,0.8674385218140258,10
0.9484262803399016,0.8458263246075773,0.8591926816297296,0.8688248659687834,10
1.040521091650581,0.9897147758249435,0.9960958936187023,1.000738845544693,10
1.0684931429238094,1.1223658009140236,1.1162212836516225,1.111636835155168,10
